        datetime    open    high     low   close    MA20  ENE_UP  ENE_LOW     ENE  sell  buy   op  open_price  keep  cash_open  hold  avg_price  cash_left      val
300   2015-03-30   4.858   5.051   4.832   4.947   4.583   5.279    4.328   4.804   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
301   2015-03-31   4.947   5.036   4.873   4.905   4.615   5.312    4.355   4.834   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
302   2015-04-01   4.900   4.947   4.852   4.941   4.643   5.340    4.378   4.859   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
303   2015-04-02   4.926   5.015   4.889   5.009   4.675   5.375    4.406   4.890   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
304   2015-04-03   4.983   5.198   4.941   5.161   4.706   5.428    4.450   4.939   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
305   2015-04-07   5.151   5.412   5.124   5.349   4.750   5.487    4.498   4.992   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
306   2015-04-08   5.349   5.381   5.151   5.229   4.790   5.546    4.546   5.046   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
307   2015-04-09   5.203   5.323   4.910   5.124   4.830   5.594    4.586   5.090   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
308   2015-04-10   5.067   5.637   4.988   5.637   4.896   5.682    4.658   5.170   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
309   2015-04-13   5.720   5.998   5.548   5.752   4.962   5.778    4.737   5.257   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
310   2015-04-14   5.731   5.919   5.637   5.658   5.016   5.856    4.801   5.329   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
311   2015-04-15   5.647   5.992   5.553   5.653   5.069   5.940    4.869   5.405   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
312   2015-04-16   5.543   5.715   5.433   5.595   5.114   6.013    4.929   5.471   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
313   2015-04-17   5.595   5.888   5.595   5.673   5.163   6.086    4.990   5.538   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
314   2015-04-20   5.590   5.647   5.344   5.375   5.197   6.109    5.009   5.559   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
315   2015-04-21   5.381   5.569   5.297   5.553   5.234   6.133    5.028   5.580   NaN  NaN  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
316   2015-04-22   5.605   5.741   5.558   5.710   5.284   6.186    5.071   5.629   NaN  1.0  NaN       4.429   1.0    30000.0     0      0.000    30000.0  30000.0
317   2015-04-23   5.720   5.992   5.616   5.820   5.341   6.264    5.135   5.699   NaN  NaN  1.0       5.720   1.0    30000.0     0      0.000    30000.0  30000.0
318   2015-04-24   5.752   5.768   5.585   5.653   5.381   6.265    5.136   5.700   NaN  NaN  NaN       5.720   1.0    30000.0     0      0.000    30000.0  30000.0
319   2015-04-27   5.673   5.909   5.673   5.762   5.425   6.266    5.137   5.701   NaN  1.0  NaN       5.720   1.0    30000.0     0      0.000    30000.0  30000.0
320   2015-04-28   5.762   5.778   5.307   5.459   5.451   6.244    5.119   5.681   NaN  NaN  1.0       5.762   1.0    30000.0     0      0.000    30000.0  30000.0
321   2015-04-29   5.386   5.621   5.323   5.595   5.485   6.237    5.113   5.675   NaN  NaN  NaN       5.762   1.0    30000.0     0      0.000    30000.0  30000.0
322   2015-04-30   5.647   5.883   5.605   5.647   5.521   6.244    5.119   5.681   NaN  NaN  NaN       5.762   1.0    30000.0     0      0.000    30000.0  30000.0
323   2015-05-04   5.747   6.191   5.705   6.092   5.575   6.290    5.157   5.724   NaN  1.0  NaN       5.762   1.0    30000.0     0      0.000    30000.0  30000.0
324   2015-05-05   6.076   6.473   5.893   5.971   5.615   6.356    5.211   5.783   NaN  NaN  1.0       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
325   2015-05-06   5.809   6.353   5.809   6.034   5.650   6.409    5.254   5.832   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
326   2015-05-07   6.066   6.636   5.987   6.583   5.717   6.507    5.334   5.921   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
327   2015-05-08   6.484   6.693   6.327   6.615   5.792   6.595    5.406   6.000   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
328   2015-05-11   6.630   6.949   6.353   6.876   5.854   6.730    5.517   6.124   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
329   2015-05-12   6.866   7.033   6.667   6.850   5.909   6.851    5.617   6.234   0.0  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
330   2015-05-13   6.798   6.955   6.672   6.892   5.970   7.010    5.747   6.378   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
331   2015-05-14   6.866   7.090   6.683   6.693   6.022   7.132    5.847   6.489   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
332   2015-05-15   6.641   6.641   6.369   6.416   6.063   7.217    5.917   6.567   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
333   2015-05-18   6.405   6.604   6.374   6.458   6.103   7.258    5.950   6.604   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
334   2015-05-19   6.521   6.588   6.437   6.531   6.161   7.320    6.001   6.661   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
335   2015-05-20   6.641   6.787   6.562   6.714   6.219   7.396    6.063   6.730   NaN  NaN  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
336   2015-05-21   6.714   7.368   6.714   7.190   6.293   7.463    6.118   6.790   NaN  1.0  NaN       6.076   1.0    30000.0     0      0.000    30000.0  30000.0
337   2015-05-22   7.237   7.582   7.064   7.467   6.375   7.558    6.196   6.877   NaN  NaN  1.0       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
338   2015-05-25   7.373   7.728   7.216   7.619   6.473   7.640    6.264   6.952   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
339   2015-05-26   7.634   8.147   7.504   7.932   6.582   7.760    6.362   7.061   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
340   2015-05-27   7.932   8.293   7.781   8.204   6.719   7.905    6.481   7.193   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
341   2015-05-28   8.204   8.241   7.383   7.383   6.808   7.982    6.544   7.263   0.0  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
342   2015-05-29   7.352   7.624   6.646   7.258   6.889   8.076    6.621   7.349   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
343   2015-06-01   7.493   7.985   7.383   7.985   6.984   8.245    6.759   7.502   NaN  1.0  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
344   2015-06-02   8.785   8.785   8.785   8.785   7.124   8.496    6.965   7.731   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
345   2015-06-03   9.663   9.663   9.213   9.663   7.306   8.823    7.234   8.028   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
346   2015-06-04  10.353  10.630   9.177  10.630   7.508   9.205    7.547   8.376   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
347   2015-06-05  11.451  11.692  11.038  11.692   7.762   9.674    7.931   8.802   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
348   2015-06-08  12.853  12.853  11.274  11.467   7.991  10.101    8.281   9.191   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
349   2015-06-09  10.981  12.612  10.667  12.612   8.280  10.620    8.707   9.664   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
350   2015-06-10  11.765  13.166  11.561  12.183   8.544  11.062    9.069  10.066   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
351   2015-06-11  11.922  12.952  11.661  12.706   8.845  11.653    9.553  10.603   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
352   2015-06-24  11.504  12.549  11.436  11.817   9.115  12.159    9.968  11.064   0.0  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
353   2015-06-25  11.504  12.074  10.819  11.023   9.343  12.496   10.245  11.371   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
354   2015-06-26  10.165  10.693   9.919   9.919   9.512  12.622   10.348  11.485   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
355   2015-06-29   9.820  10.019   8.926   8.926   9.623  12.540   10.280  11.410   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
356   2015-06-30   8.115   9.412   8.032   8.821   9.705  12.340   10.116  11.228   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
357   2015-07-01   8.664   9.559   8.147   8.445   9.754  11.979    9.821  10.900   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
358   2015-07-02   8.366   8.675   7.603   7.603   9.753  11.550    9.469  10.509   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
359   2015-07-03   7.258   7.676   6.845   6.845   9.698  10.910    8.944   9.927   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
360   2015-07-06   7.451   7.451   6.160   6.160   9.596  10.241    8.396   9.318   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
361   2015-07-07   5.600   5.663   5.543   5.543   9.504   9.446    7.744   8.595   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
362   2015-07-16   6.097   6.097   5.020   5.689   9.426   8.766    7.186   7.976   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
363   2015-07-17   5.752   6.259   5.595   6.259   9.339   8.237    6.753   7.495   NaN  NaN  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
364   2015-07-20   6.338   6.887   6.301   6.887   9.245   7.901    6.477   7.189   NaN  1.0  NaN       7.237   1.0    30000.0     0      0.000    30000.0  30000.0
365   2015-07-21   6.761   7.420   6.484   6.913   9.107   7.677    6.294   6.985   NaN  NaN  1.0       6.761   1.0    30000.0     0      0.000    30000.0  30000.0
366   2015-07-22   6.798   7.190   6.588   6.981   8.925   7.473    6.126   6.799   NaN  1.0  NaN       6.761   1.0    30000.0     0      0.000    30000.0  30000.0
367   2015-07-23   6.928   7.404   6.881   7.321   8.706   7.348    6.024   6.686   NaN  NaN  1.0       6.928   1.0    30000.0     0      0.000    30000.0  30000.0
368   2015-07-24   7.336   7.739   7.111   7.190   8.492   7.303    5.987   6.645   NaN  NaN  NaN       6.928   1.0    30000.0     0      0.000    30000.0  30000.0
369   2015-07-27   6.955   7.096   6.473   6.473   8.185   7.262    5.953   6.607   NaN  NaN  NaN       6.928   1.0    30000.0     0      0.000    30000.0  30000.0
370   2015-07-28   5.825   6.411   5.825   5.825   7.867   7.224    5.922   6.573   NaN  NaN  NaN       6.928   1.0    30000.0     0      0.000    30000.0  30000.0
371   2015-07-29   5.872   6.092   5.386   6.045   7.534   7.279    5.968   6.624   NaN  1.0  NaN       6.928   1.0    30000.0     0      0.000    30000.0  30000.0
372   2015-07-30   5.935   6.531   5.809   5.951   7.241   7.308    5.991   6.650   NaN  NaN  1.0       5.935   1.0    30000.0     0      0.000    30000.0  30000.0
373   2015-07-31   5.794   6.379   5.647   6.092   6.994   7.290    5.977   6.634   NaN  1.0  NaN       5.935   1.0    30000.0     0      0.000    30000.0  30000.0
374   2015-08-03   5.909   6.097   5.485   5.752   6.786   7.164    5.873   6.519   NaN  NaN  NaN       5.935   1.0    30000.0     0      0.000    30000.0  30000.0
375   2015-08-04   5.673   6.327   5.673   6.327   6.656   7.100    5.820   6.460   NaN  1.0  NaN       5.935   1.0    30000.0     0      0.000    30000.0  30000.0
376   2015-08-05   6.317   6.745   6.170   6.588   6.544   7.055    5.784   6.420   NaN  1.0  1.0       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
377   2015-08-06   6.327   6.991   6.285   6.724   6.458   6.990    5.730   6.360   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
378   2015-08-07   6.667   7.049   6.588   6.766   6.417   6.942    5.691   6.317   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
379   2015-08-10   6.766   7.111   6.698   7.038   6.426   7.005    5.743   6.374   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
380   2015-08-11   6.955   7.206   6.839   6.902   6.463   7.124    5.840   6.482   0.0  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
381   2015-08-12   6.751   7.059   6.609   6.850   6.529   7.214    5.914   6.564   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
382   2015-08-13   6.792   7.456   6.735   7.242   6.606   7.357    6.031   6.694   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
383   2015-08-14   7.247   7.739   7.111   7.451   6.666   7.508    6.155   6.832   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
384   2015-08-17   7.477   8.199   7.378   8.199   6.732   7.780    6.378   7.079   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
385   2015-08-18   8.246   8.518   7.378   7.378   6.755   7.897    6.474   7.185   0.0  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
386   2015-08-19   6.803   7.739   6.641   7.556   6.784   8.004    6.562   7.283   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
387   2015-08-20   7.321   7.504   6.803   6.803   6.758   8.012    6.568   7.290   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
388   2015-08-21   6.955   7.138   6.385   6.557   6.726   7.990    6.550   7.270   NaN  1.0  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
389   2015-08-24   6.222   6.322   5.904   5.904   6.698   7.863    6.446   7.155   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
390   2015-08-25   5.313   5.313   5.313   5.313   6.672   7.687    6.302   6.994   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
391   2015-08-26   5.072   5.307   4.779   4.779   6.609   7.457    6.113   6.785   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
392   2015-08-27   4.732   4.994   4.303   4.643   6.543   7.168    5.877   6.523   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
393   2015-08-28   4.785   5.067   4.654   5.067   6.492   6.904    5.660   6.282   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
394   2015-08-31   5.067   5.119   4.711   4.973   6.453   6.546    5.366   5.956   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
395   2015-09-01   4.863   4.889   4.476   4.476   6.360   6.224    5.102   5.663   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
396   2015-09-02   4.058   4.638   4.058   4.330   6.248   5.865    4.808   5.337   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
397   2015-09-07   4.382   4.643   4.314   4.382   6.130   5.597    4.588   5.092   NaN  NaN  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
398   2015-09-08   4.361   4.602   4.120   4.528   6.019   5.371    4.403   4.887   NaN  1.0  NaN       6.317   1.0    30000.0     0      0.000    30000.0  30000.0
399   2015-09-09   4.549   4.837   4.539   4.753   5.904   5.244    4.299   4.771   NaN  NaN  1.0       4.549   1.0    30000.0     0      0.000    30000.0  30000.0
400   2015-09-10   4.968   5.229   4.722   5.020   5.810   5.211    4.272   4.742   NaN  1.0  NaN       4.549   1.0    30000.0     0      0.000    30000.0  30000.0
401   2015-09-11   4.858   4.999   4.690   4.858   5.711   5.220    4.280   4.750   NaN  NaN  NaN       4.549   1.0    30000.0     0      0.000    30000.0  30000.0
402   2015-09-14   4.811   4.879   4.371   4.371   5.567   5.190    4.255   4.723   NaN  NaN  NaN       4.549   1.0    30000.0     0      0.000    30000.0  30000.0
403   2015-09-15   4.105   4.335   3.932   3.932   5.391   5.064    4.151   4.608   NaN  NaN  NaN       4.549   1.0    30000.0     0      0.000    30000.0  30000.0
404   2015-09-16   3.901   4.324   3.901   4.324   5.197   4.992    4.092   4.542   NaN  1.0  NaN       4.549   1.0    30000.0     0      0.000    30000.0  30000.0
405   2015-09-17   4.288   4.424   4.052   4.058   5.031   4.946    4.055   4.501   NaN  NaN  1.0       4.288   1.0    30000.0     0      0.000    30000.0  30000.0
406   2015-09-18   4.063   4.178   3.984   4.110   4.859   4.922    4.035   4.478   NaN  NaN  NaN       4.288   1.0    30000.0     0      0.000    30000.0  30000.0
407   2015-09-21   4.079   4.445   4.037   4.371   4.737   4.920    4.033   4.476   NaN  NaN  NaN       4.288   1.0    30000.0     0      0.000    30000.0  30000.0
408   2015-09-22   4.361   4.523   4.288   4.418   4.631   4.907    4.023   4.465   NaN  NaN  NaN       4.288   1.0    30000.0     0      0.000    30000.0  30000.0
409   2015-09-23   4.309   4.351   4.178   4.251   4.548   4.852    3.978   4.415   NaN  NaN  NaN       4.288   1.0    30000.0     0      0.000    30000.0  30000.0
410   2015-09-24   4.283   4.392   4.262   4.382   4.501   4.781    3.919   4.350   NaN  1.0  NaN       4.288   1.0    30000.0     0      0.000    30000.0  30000.0
411   2015-09-25   4.340   4.382   4.126   4.162   4.470   4.704    3.857   4.280   NaN  NaN  1.0       4.340   1.0    30000.0     0      0.000    30000.0  30000.0
412   2015-09-28   4.168   4.235   4.032   4.209   4.449   4.686    3.842   4.264   NaN  NaN  NaN       4.340   1.0    30000.0     0      0.000    30000.0  30000.0
413   2015-09-29   4.131   4.157   4.032   4.079   4.399   4.702    3.855   4.278   NaN  NaN  NaN       4.340   1.0    30000.0     0      0.000    30000.0  30000.0
414   2015-09-30   4.110   4.162   4.089   4.105   4.356   4.678    3.835   4.256   NaN  NaN  NaN       4.340   1.0    30000.0     0      0.000    30000.0  30000.0
415   2015-10-08   4.272   4.314   4.199   4.267   4.346   4.701    3.854   4.277   NaN  NaN  NaN       4.340   1.0    30000.0     0      0.000    30000.0  30000.0
416   2015-10-09   4.298   4.544   4.246   4.471   4.353   4.741    3.887   4.314   NaN  1.0  NaN       4.340   1.0    30000.0     0      0.000    30000.0  30000.0
417   2015-10-12   4.445   4.811   4.418   4.769   4.372   4.785    3.923   4.354   NaN  NaN  1.0       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
418   2015-10-13   4.727   4.858   4.654   4.769   4.384   4.824    3.955   4.389   NaN  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
419   2015-10-14   4.706   5.041   4.701   4.795   4.386   4.885    4.005   4.445   NaN  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
420   2015-10-15   4.758   4.962   4.748   4.926   4.381   4.945    4.054   4.500   NaN  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
421   2015-10-16   4.952   5.208   4.868   5.135   4.395   5.053    4.142   4.598   NaN  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
422   2015-10-19   5.156   5.208   4.889   5.020   4.428   5.144    4.217   4.680   0.0  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
423   2015-10-20   5.009   5.103   4.915   5.072   4.485   5.254    4.307   4.780   NaN  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
424   2015-10-21   5.093   5.161   4.565   4.565   4.497   5.305    4.349   4.827   NaN  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
425   2015-10-22   4.591   4.816   4.497   4.805   4.534   5.365    4.398   4.881   NaN  NaN  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
426   2015-10-23   4.769   4.999   4.727   4.947   4.576   5.417    4.441   4.929   NaN  1.0  NaN       4.445   1.0    30000.0     0      0.000    30000.0  30000.0
427   2015-10-26   4.983   5.062   4.879   4.994   4.607   5.442    4.462   4.952   NaN  NaN  1.0       4.983   1.0    30000.0     0      0.000    30000.0  30000.0
428   2015-10-27   4.947   4.978   4.659   4.931   4.633   5.460    4.476   4.968   NaN  NaN  NaN       4.983   1.0    30000.0     0      0.000    30000.0  30000.0
429   2015-10-28   4.910   5.093   4.826   4.952   4.668   5.478    4.491   4.984   NaN  NaN  NaN       4.983   1.0    30000.0     0      0.000    30000.0  30000.0
430   2015-10-29   4.973   5.051   4.889   4.994   4.698   5.485    4.496   4.990   NaN  1.0  NaN       4.983   1.0    30000.0     0      0.000    30000.0  30000.0
431   2015-10-30   5.009   5.009   4.785   4.894   4.735   5.458    4.474   4.966   NaN  NaN  1.0       5.009   1.0    30000.0     0      0.000    30000.0  30000.0
432   2015-11-02   4.795   4.847   4.643   4.696   4.759   5.422    4.445   4.934   NaN  NaN  NaN       5.009   1.0    30000.0     0      0.000    30000.0  30000.0
433   2015-11-03   4.722   4.790   4.649   4.743   4.793   5.386    4.415   4.901   NaN  NaN  NaN       5.009   1.0    30000.0     0      0.000    30000.0  30000.0
434   2015-11-04   4.753   4.983   4.748   4.983   4.836   5.432    4.454   4.943   NaN  1.0  NaN       5.009   1.0    30000.0     0      0.000    30000.0  30000.0
435   2015-11-05   4.988   5.365   4.968   5.224   4.884   5.479    4.492   4.985   NaN  NaN  1.0       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
436   2015-11-06   5.198   5.360   5.114   5.318   4.927   5.520    4.525   5.023   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
437   2015-11-09   5.365   5.532   5.198   5.433   4.960   5.569    4.565   5.067   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
438   2015-11-10   5.375   5.642   5.281   5.605   5.002   5.643    4.626   5.135   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
439   2015-11-11   5.605   5.663   5.449   5.558   5.040   5.711    4.682   5.196   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
440   2015-11-12   5.548   5.841   5.470   5.689   5.078   5.788    4.745   5.266   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
441   2015-11-13   5.585   5.679   5.391   5.449   5.094   5.850    4.796   5.323   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
442   2015-11-16   5.334   5.569   5.307   5.558   5.121   5.945    4.874   5.410   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
443   2015-11-17   5.590   5.935   5.569   5.856   5.160   6.068    4.975   5.522   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
444   2015-11-18   5.836   6.092   5.783   5.951   5.229   6.176    5.063   5.620   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
445   2015-11-19   5.951   5.951   5.762   5.940   5.286   6.256    5.129   5.692   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
446   2015-11-20   5.904   6.107   5.883   5.971   5.337   6.328    5.188   5.758   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
447   2015-11-23   5.888   5.956   5.762   5.799   5.377   6.369    5.222   5.795   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
448   2015-11-24   5.783   5.825   5.595   5.804   5.421   6.390    5.239   5.815   NaN  NaN  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
449   2015-11-25   5.799   5.856   5.731   5.856   5.466   6.424    5.266   5.845   NaN  1.0  NaN       4.988   1.0    30000.0     0      0.000    30000.0  30000.0
450   2015-11-26   5.909   6.285   5.856   6.034   5.518   6.462    5.298   5.880   NaN  NaN  1.0       5.909   1.0    30000.0     0      0.000    30000.0  30000.0
451   2015-11-27   5.945   5.987   5.433   5.433   5.545   6.460    5.296   5.878   NaN  NaN  NaN       5.909   1.0    30000.0     0      0.000    30000.0  30000.0
452   2015-11-30   5.475   5.496   4.926   5.323   5.576   6.435    5.275   5.855   NaN  1.0  NaN       5.909   1.0    30000.0     0      0.000    30000.0  30000.0
453   2015-12-01   5.313   5.438   5.203   5.334   5.606   6.376    5.227   5.801   NaN  NaN  1.0       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
454   2015-12-02   5.365   5.558   5.224   5.496   5.632   6.326    5.186   5.756   NaN  NaN  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
455   2015-12-03   5.506   5.956   5.496   5.867   5.664   6.318    5.180   5.749   NaN  1.0  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
456   2015-12-04   5.715   6.050   5.653   5.935   5.695   6.314    5.176   5.745   NaN  NaN  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
457   2015-12-07   5.909   6.374   5.788   6.238   5.735   6.363    5.216   5.789   NaN  NaN  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
458   2015-12-08   6.144   6.322   5.956   6.055   5.757   6.390    5.239   5.815   NaN  NaN  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
459   2015-12-09   6.013   6.039   5.809   5.909   5.775   6.396    5.243   5.820   NaN  NaN  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
460   2015-12-10   5.809   5.987   5.705   5.710   5.776   6.360    5.214   5.787   NaN  NaN  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
461   2015-12-11   5.663   5.930   5.605   5.799   5.793   6.401    5.248   5.825   NaN  NaN  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
462   2015-12-14   5.778   6.191   5.684   6.066   5.819   6.484    5.315   5.899   NaN  1.0  NaN       5.313   1.0    30000.0     0      0.000    30000.0  30000.0
463   2015-12-15   6.066   6.191   5.951   6.029   5.827   6.560    5.378   5.969   NaN  NaN  1.0       6.066   1.0    30000.0     0      0.000    30000.0  30000.0
464   2015-12-16   6.066   6.149   6.013   6.029   5.831   6.620    5.427   6.024   NaN  NaN  NaN       6.066   1.0    30000.0     0      0.000    30000.0  30000.0
465   2015-12-17   6.050   6.390   6.050   6.390   5.854   6.678    5.475   6.076   NaN  NaN  NaN       6.066   1.0    30000.0     0      0.000    30000.0  30000.0
466   2015-12-18   6.390   6.724   6.212   6.594   5.885   6.751    5.535   6.143   NaN  NaN  NaN       6.066   1.0    30000.0     0      0.000    30000.0  30000.0
467   2015-12-21   6.510   7.211   6.453   7.111   5.951   6.848    5.614   6.231   NaN  NaN  NaN       6.066   1.0    30000.0     0      0.000    30000.0  30000.0
468   2015-12-22   6.991   7.258   6.902   6.944   6.008   6.946    5.695   6.321   0.0  NaN  NaN       6.066   1.0    30000.0     0      0.000    30000.0  30000.0
